# numer_sta,date,pmer,tend,cod_tend,dd,ff,t,td,u,vv,ww,w1,w2,n,nbas,hbas,cl,cm,ch,pres,niv_bar,geop,tend24,tn12,tn24,tx12,tx24,tminsol,sw,tw,raf10,rafper,per,etat_sol,ht_neige,ssfrai,perssfrai,rr1,rr3,rr6,rr12,rr24,phenspe1,phenspe2,phenspe3,phenspe4,nnuage1,ctype1,hnuage1,nnuage2,ctype2,hnuage2,nnuage3,ctype3,hnuage3,nnuage4,ctype4,hnuage4
7168,2022-03-01 03:00:00,102800,-50.0,8,150,1.7,271.85,270.55,91,7320,0,nan,nan,nan,0,nan,nan,nan,nan,101290,nan,nan,-170.0,nan,nan,nan,nan,267.75,nan,nan,2.3,2.9,-10.0,0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7181,2022-03-01 03:00:00,102960,-70.0,6,350,0.5,271.55,268.35,76,14000,0,nan,nan,nan,nan,nan,nan,nan,nan,98550,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.5,-10.0,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7190,2022-03-01 03:00:00,103010,0,0,310,1.7,270.95,268.65,84,11020,0,nan,nan,nan,0,nan,nan,nan,nan,101080,nan,nan,-160.0,nan,nan,nan,nan,268.35,nan,nan,2.3,2.5,-10.0,0,0.0,nan,nan,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7207,2022-03-01 03:00:00,102440,-90.0,8,170,3.0,284.05,229.55,1,nan,nan,2,nan,nan,nan,nan,nan,nan,nan,101910,nan,nan,-70.0,nan,nan,nan,nan,nan,nan,nan,4.2,4.7,-10.0,nan,nan,nan,nan,0.0,0.0,0.2,0.2,0.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7222,2022-03-01 03:00:00,102520,-60.0,7,200,1.3,281.85,279.85,87,17020,0,nan,nan,100,8,1750,nan,nan,nan,102200,nan,nan,-40.0,nan,nan,nan,nan,281.35,nan,nan,1.9,2.1,-10.0,0,0.0,nan,nan,0.0,-0.1,-0.1,-0.1,-0.1,nan,nan,nan,nan,7,nan,1560,8,nan,3900,nan,nan,nan,nan,nan,nan
7240,2022-03-01 03:00:00,102670,-70.0,8,120,2.2,277.35,273.45,76,4020,10,nan,nan,100,8,2250,nan,nan,nan,101270,nan,nan,0,nan,nan,nan,nan,279.05,nan,nan,2.8,2.9,-10.0,4,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,5,nan,2400,7,nan,4320,8,nan,5220,nan,nan,nan
7255,2022-03-01 03:00:00,102800,-30.0,8,110,1.8,271.65,269.95,88,14880,0,nan,nan,nan,nan,nan,nan,nan,nan,100690,nan,nan,0,nan,nan,nan,nan,271.95,nan,nan,2.2,2.8,-10.0,nan,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7280,2022-03-01 03:00:00,102780,-50.0,7,330,3.1,274.15,268.55,66,23090,0,nan,nan,nan,0,nan,nan,nan,nan,100010,nan,nan,-140.0,nan,nan,nan,nan,272.85,nan,nan,4.0,5.9,-10.0,0,0.0,nan,nan,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7299,2022-03-01 03:00:00,103030,30,2,130,0.9,269.85,268.15,88,12070,0,nan,nan,nan,0,nan,nan,nan,nan,99550,nan,nan,-150.0,nan,nan,nan,nan,270.25,nan,nan,1.2,2.9,-10.0,0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7314,2022-03-01 03:00:00,102590,-80.0,6,160,1.6,281.65,280.55,93,12000,1,2,nan,90,7,2250,30,22,nan,102310,nan,nan,-20.0,nan,nan,nan,nan,nan,nan,nan,2.3,3.3,-10.0,1,nan,nan,nan,0.0,0.0,0.0,0.2,0.4,nan,nan,nan,nan,7,4,2200,nan,nan,nan,nan,nan,nan,nan,nan,nan
7335,2022-03-01 03:00:00,102690,-70.0,8,150,0.6,275.45,273.65,88,25290,0,nan,nan,nan,5,5340,nan,nan,nan,101180,nan,nan,40,nan,nan,nan,nan,276.25,nan,nan,1.0,1.8,-10.0,0,0.0,nan,nan,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,1,nan,5340,5,nan,7320,nan,nan,nan,nan,nan,nan
7434,2022-03-01 03:00:00,102720,-50.0,8,40,1.3,277.25,271.25,65,33960,0,nan,nan,nan,4,6300,nan,nan,nan,97780,nan,nan,30,nan,nan,nan,nan,277.45,nan,nan,1.8,2.2,-10.0,0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,2,nan,6300,4,nan,6960,nan,nan,nan,nan,nan,nan
7460,2022-03-01 03:00:00,102900,-10.0,5,300,0.6,271.25,269.25,86,17800,0,nan,nan,nan,0,nan,nan,nan,nan,98720,nan,nan,70,nan,nan,nan,nan,268.75,nan,nan,0.9,1.4,-10.0,0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7471,2022-03-01 03:00:00,nan,-10.0,7,250,1.6,270.15,267.55,82,20000,0,nan,nan,nan,0,nan,nan,nan,nan,92810,92500,860,-20.0,nan,nan,nan,nan,270.95,nan,nan,2.4,2.4,-10.0,nan,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7481,2022-03-01 03:00:00,102740,30,1,0,0.0,275.25,271.95,79,25000,2,0,0,0,0,nan,30,20,10,99740,nan,nan,-140.0,nan,nan,nan,nan,nan,nan,nan,0.9,1.3,-10.0,0,0.0,0.0,-30.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7510,2022-03-01 03:00:00,102630,-70.0,8,0,0.0,277.45,276.55,94,9580,0,nan,nan,nan,0,nan,nan,nan,nan,102030,nan,nan,10,nan,nan,nan,nan,275.65,nan,nan,0.6,0.9,-10.0,0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7535,2022-03-01 03:00:00,102740,-20.0,8,130,2.5,275.55,273.45,86,20000,0,nan,nan,nan,0,nan,nan,nan,nan,99490,nan,nan,-10.0,nan,nan,nan,nan,275.05,nan,nan,3.1,3.1,-10.0,0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7577,2022-03-01 03:00:00,102500,80,3,40,3.1,281.15,273.65,59,20000,0,nan,nan,nan,nan,nan,nan,nan,nan,101590,nan,nan,-360.0,nan,nan,nan,nan,278.95,nan,nan,5.5,10.4,-10.0,0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7591,2022-03-01 03:00:00,nan,110,1,40,2.2,272.75,264.75,55,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,92160,nan,nan,-290.0,nan,271.25,nan,284.55,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7607,2022-03-01 03:00:00,102660,-50.0,7,80,1.2,275.25,274.85,97,18260,0,nan,nan,nan,0,nan,nan,nan,nan,101910,nan,nan,60,nan,nan,nan,nan,277.45,nan,nan,1.6,2.6,-10.0,nan,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7621,2022-03-01 03:00:00,102790,-50.0,7,170,3.2,274.85,271.95,81,38340,0,nan,nan,nan,0,nan,nan,nan,nan,98270,nan,nan,50,nan,nan,nan,nan,277.35,nan,nan,3.7,3.7,-10.0,0,0.0,nan,nan,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7630,2022-03-01 03:00:00,102690,-40.0,7,200,1.8,276.95,275.15,88,19200,0,nan,nan,nan,0,nan,nan,nan,nan,100820,nan,nan,-10.0,nan,nan,nan,nan,278.05,nan,nan,3.1,3.7,-10.0,0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7643,2022-03-01 03:00:00,102470,90,2,10,2.6,274.85,273.65,92,40000,0,nan,nan,nan,nan,nan,nan,nan,nan,102370,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.1,-10.0,nan,0.0,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7650,2022-03-01 03:00:00,102390,80,3,30,4.0,280.25,277.75,84,24420,0,nan,nan,nan,1,4260,nan,nan,nan,101990,nan,nan,-430.0,nan,nan,nan,nan,276.05,nan,nan,7.1,7.1,-10.0,1,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,1,nan,4260,nan,nan,nan,nan,nan,nan,nan,nan,nan
7661,2022-03-01 03:00:00,nan,nan,nan,70,7.4,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9.9,10.0,-10.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7690,2022-03-01 03:00:00,102530,130,1,90,11.2,285.35,278.05,61,40000,3,0,0,40,3,800,35,20,10,102210,nan,nan,-220.0,nan,nan,nan,nan,278.25,nan,nan,14.5,14.5,-10.0,0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,1,6,900,2,6,1100,1,6,1600,nan,nan,nan
7747,2022-03-01 03:00:00,102400,-70.0,6,220,1.8,283.95,276.25,59,60000,0,nan,nan,nan,0,nan,nan,nan,nan,101860,nan,nan,-310.0,nan,nan,nan,nan,276.45,nan,nan,3.0,5.4,-10.0,0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7761,2022-03-01 03:00:00,102500,-40.0,8,30,2.5,277.45,273.45,75,34940,0,nan,nan,nan,2,1250,nan,nan,nan,102390,nan,nan,0,nan,nan,nan,nan,275.65,nan,nan,3.8,5.5,-10.0,nan,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,2,nan,1170,nan,nan,nan,nan,nan,nan,nan,nan,nan
7790,2022-03-01 03:00:00,102740,190,2,240,1.2,279.85,274.55,69,37260,0,nan,nan,100,8,1250,nan,nan,nan,102590,nan,nan,110,nan,nan,nan,nan,274.65,nan,nan,3.5,4.3,-10.0,nan,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,6,nan,1260,8,nan,1470,nan,nan,nan,nan,nan,nan
61968,2022-03-01 03:00:00,100910,110,3,300,2.9,300.55,297.45,83,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,100860,nan,nan,-80.0,nan,297.75,nan,300.95,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,4.7,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
61972,2022-03-01 03:00:00,100920,40,3,170,5.2,299.45,295.05,77,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,100850,nan,nan,-140.0,nan,298.85,nan,303.85,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
61976,2022-03-01 03:00:00,100880,20,1,nan,nan,299.05,297.25,90,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,100790,nan,nan,-140.0,nan,297.55,nan,303.95,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,3.0,3.4,5.4,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
61980,2022-03-01 03:00:00,101060,120,3,140,1.8,296.65,293.35,82,60000,0,nan,nan,nan,1,4500,nan,nan,nan,100910,nan,nan,-80.0,nan,nan,nan,nan,nan,nan,nan,2.5,4.7,-10.0,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,1,nan,4500,nan,nan,nan,nan,nan,nan,nan,nan,nan
61996,2022-03-01 03:00:00,102810,50,1,310,6.4,289.65,281.65,59,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,102460,nan,nan,-170.0,nan,282.65,nan,292.45,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
61997,2022-03-01 03:00:00,101240,130,3,180,9.7,276.85,275.85,93,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,99440,nan,nan,40,nan,276.85,nan,288.35,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
61998,2022-03-01 03:00:00,100050,470,3,220,9.8,280.35,277.85,84,40000,3,nan,nan,90,7,450,35,61,60,99690,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,14.4,-10.0,nan,nan,nan,nan,0.0,0.2,nan,nan,nan,nan,nan,nan,nan,7,6,480,nan,nan,nan,nan,nan,nan,nan,nan,nan
67005,2022-03-01 03:00:00,100930,80,3,300,4.8,299.95,297.75,88,20000,0,nan,nan,nan,0,nan,nan,nan,nan,100850,nan,nan,-90.0,nan,nan,nan,nan,nan,nan,nan,6.1,6.1,-10.0,nan,nan,nan,nan,0.0,0.0,0.0,0.0,1.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
71805,2022-03-01 03:00:00,100600,440,1,300,11.4,265.25,259.65,64,56910,0,nan,nan,100,6,1250,nan,nan,nan,100510,nan,nan,770,nan,nan,nan,nan,273.05,nan,nan,16.2,21.0,-10.0,nan,nan,nan,nan,-0.1,-0.1,-0.1,-0.1,3.6,nan,nan,nan,nan,6,nan,1320,8,nan,1560,nan,nan,nan,nan,nan,nan
78894,2022-03-01 03:00:00,101700,80,1,100,3.1,298.05,293.95,78,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,101180,nan,nan,60,nan,297.15,nan,304.05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.2,0.2,0.2,0.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
78897,2022-03-01 03:00:00,101630,60,1,90,2.8,297.35,294.25,83,21620,nan,nan,nan,nan,nan,nan,nan,nan,nan,101540,nan,nan,40,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,-0.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
78925,2022-03-01 03:00:00,101560,60,1,90,3.8,298.05,294.95,83,55700,0,nan,nan,100,5,800,nan,nan,nan,101470,nan,nan,40,nan,nan,nan,nan,nan,nan,nan,6.0,6.1,-10.0,nan,nan,nan,nan,0.0,-0.1,1.2,3.0,5.8,nan,nan,nan,nan,2,nan,690,4,nan,900,5,nan,1140,nan,nan,nan
81401,2022-03-01 03:00:00,101250,120,1,90,1.9,297.45,296.95,97,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,101190,nan,nan,90,nan,296.15,nan,304.95,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.8,1.2,1.2,1.2,2.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
81405,2022-03-01 03:00:00,101220,40,0,190,0.5,297.15,296.65,97,35770,0,nan,nan,nan,5,450,nan,nan,nan,101130,nan,nan,70,nan,nan,nan,nan,299.25,nan,nan,0.9,0.9,-10.0,nan,nan,nan,nan,0.6,7.0,25.4,34.8,62.6,nan,nan,nan,nan,1,nan,330,5,nan,930,nan,8,nan,nan,nan,nan
81408,2022-03-01 03:00:00,101210,70,1,0,0.0,296.55,296.35,99,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,101130,nan,nan,90,nan,296.45,nan,302.35,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,2.6,22.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
89642,2022-03-01 03:00:00,99420,-290.0,8,100,6.2,266.95,257.75,44,50000,2,1,1,90,7,3500,30,22,60,98880,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7,4,3000,nan,nan,nan,nan,nan,nan,nan,nan,nan
7005,2022-03-01 06:00:00,102640,-20.0,6,130,2.3,277.35,274.85,84,15370,0,nan,nan,nan,nan,nan,nan,nan,nan,101740,nan,nan,-140.0,277.35,nan,281.85,nan,276.55,nan,nan,3.6,6.4,-10.0,nan,0.0,nan,nan,0.2,0.2,0.2,0.2,0.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7015,2022-03-01 06:00:00,102690,-30.0,6,150,1.7,276.75,272.95,76,12640,0,nan,nan,100,8,3420,nan,nan,nan,102100,nan,nan,-200.0,275.45,nan,278.55,nan,274.65,nan,nan,2.1,3.1,-10.0,nan,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,8,nan,3420,nan,nan,nan,nan,nan,nan,nan,nan,nan
7020,2022-03-01 06:00:00,102370,-20.0,6,190,2.9,282.65,282.15,97,6000,2,2,nan,100,8,800,37,nan,nan,102260,nan,nan,0,282.55,nan,283.65,nan,nan,nan,nan,5.3,6.0,-10.0,nan,nan,nan,nan,-0.1,-0.1,0.4,1.8,2.8,nan,nan,nan,nan,8,7,600,nan,nan,nan,nan,nan,nan,nan,nan,nan
7027,2022-03-01 06:00:00,102460,-70.0,7,130,3.9,281.35,280.15,92,12080,0,nan,nan,100,8,800,nan,nan,nan,101630,nan,nan,-150.0,280.95,nan,283.75,nan,280.65,nan,nan,5.1,5.1,-10.0,1,0.0,nan,nan,0.0,0.0,0.2,2.4,2.4,nan,nan,nan,nan,8,nan,810,nan,nan,nan,nan,nan,nan,nan,nan,nan
7037,2022-03-01 06:00:00,102580,0,4,100,1.4,277.85,274.15,77,17980,0,nan,nan,100,8,1250,nan,nan,nan,100690,nan,nan,-140.0,277.55,nan,281.25,nan,276.25,nan,nan,2.6,6.1,-10.0,nan,0.0,nan,nan,-0.1,-0.1,-0.1,-0.1,-0.1,nan,nan,nan,nan,8,nan,1230,nan,nan,nan,nan,nan,nan,nan,nan,nan
7072,2022-03-01 06:00:00,102810,-30.0,7,90,1.2,271.25,269.65,89,12470,0,nan,nan,100,8,5520,nan,nan,nan,101590,nan,nan,-190.0,270.25,nan,276.55,nan,268.75,nan,nan,1.8,2.7,-10.0,0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,8,nan,5520,nan,nan,nan,nan,nan,nan,nan,nan,nan
7110,2022-03-01 06:00:00,102190,-70.0,8,30,1.3,283.25,283.25,100,1410,10,nan,nan,100,8,80,nan,nan,nan,101000,nan,nan,-60.0,283.15,nan,284.05,nan,282.95,nan,nan,1.8,2.1,-10.0,2,0.0,nan,nan,-0.1,-0.1,-0.1,6.1,7.5,nan,nan,nan,nan,8,nan,90,nan,nan,nan,nan,nan,nan,nan,nan,nan
7117,2022-03-01 06:00:00,102250,-50.0,8,130,2.0,283.95,283.35,96,12000,2,2,2,100,8,800,33,nan,nan,101540,nan,nan,-50.0,283.55,nan,283.95,nan,nan,nan,nan,3.8,4.2,-10.0,nan,nan,nan,nan,0.0,0.0,0.2,1.8,3.0,nan,nan,nan,nan,8,7,800,nan,nan,nan,nan,nan,nan,nan,nan,nan
7130,2022-03-01 06:00:00,102420,-50.0,8,150,2.9,282.45,281.55,94,11090,0,nan,nan,100,8,150,nan,nan,nan,101970,nan,nan,-150.0,281.85,nan,284.55,nan,281.65,nan,nan,4.1,4.1,-10.0,nan,nan,nan,nan,0.0,0.0,0.2,0.8,0.8,nan,nan,nan,nan,7,nan,180,7,nan,1050,8,nan,1380,nan,nan,nan
7139,2022-03-01 06:00:00,102600,-20.0,5,0,0.0,279.75,276.35,79,19170,0,nan,nan,100,8,1750,nan,nan,nan,100810,nan,nan,-140.0,277.45,nan,283.55,nan,278.95,nan,nan,0.9,0.9,-10.0,0,nan,nan,nan,0.0,0.0,-0.1,-0.1,-0.1,nan,nan,nan,nan,8,nan,1620,nan,nan,nan,nan,nan,nan,nan,nan,nan
7149,2022-03-01 06:00:00,102740,-30.0,7,150,0.6,275.15,272.75,84,7410,3,2,2,90,6,3820,30,27,11,101600,nan,nan,-150.0,273.85,nan,281.05,nan,nan,nan,nan,1.0,1.8,-10.0,0,nan,0.0,-60.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,6,3,3820,7,0,7800,nan,nan,nan,nan,nan,nan
7168,2022-03-01 06:00:00,102820,10,1,160,1.1,269.35,267.95,90,5680,0,nan,nan,100,8,6120,nan,nan,nan,101300,nan,nan,-130.0,269.35,nan,276.35,nan,267.35,nan,nan,1.6,1.6,-10.0,0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,8,nan,6120,nan,nan,nan,nan,nan,nan,nan,nan,nan
7181,2022-03-01 06:00:00,102950,-20.0,5,100,1.8,270.75,267.75,80,10340,0,nan,nan,nan,3,6960,nan,nan,nan,98530,nan,nan,-160.0,269.75,nan,279.45,nan,267.05,nan,nan,3.5,3.9,-10.0,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,3,nan,6960,nan,nan,nan,nan,nan,nan,nan,nan,nan
7190,2022-03-01 06:00:00,103010,0,5,330,1.8,271.15,267.85,78,15300,0,nan,nan,nan,0,nan,nan,nan,nan,101080,nan,nan,-190.0,270.05,nan,279.55,nan,268.15,nan,nan,2.8,3.8,-10.0,0,0.0,nan,nan,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7207,2022-03-01 06:00:00,102370,-70.0,8,150,4.8,283.85,229.45,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,101840,nan,nan,-120.0,282.95,nan,284.25,nan,nan,nan,nan,6.3,6.3,-10.0,nan,nan,nan,nan,0.0,0.0,0.0,0.2,0.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7222,2022-03-01 06:00:00,102460,-60.0,6,110,2.2,281.35,279.85,90,11700,0,nan,nan,100,8,2760,nan,nan,nan,102140,nan,nan,-120.0,281.35,nan,286.35,nan,281.15,nan,nan,3.4,3.9,-10.0,0,0.0,nan,nan,0.0,0.0,-0.1,-0.1,-0.1,nan,nan,nan,nan,8,nan,2760,nan,nan,nan,nan,nan,nan,nan,nan,nan
7240,2022-03-01 06:00:00,102630,-40.0,8,120,3.0,278.15,274.25,76,3640,61,nan,nan,100,8,2940,nan,nan,nan,101230,nan,nan,-120.0,276.85,nan,283.05,nan,279.05,nan,nan,4.1,4.2,-10.0,4,0.0,nan,nan,-0.1,-0.1,-0.1,-0.1,-0.1,nan,nan,nan,nan,8,nan,2940,nan,nan,nan,nan,nan,nan,nan,nan,nan
7255,2022-03-01 06:00:00,102790,-10.0,8,110,1.9,271.85,270.45,90,15210,0,nan,nan,nan,nan,nan,nan,nan,nan,100680,nan,nan,-20.0,271.45,nan,282.25,nan,271.75,nan,nan,2.2,2.2,-10.0,nan,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7280,2022-03-01 06:00:00,102810,20,1,310,3.8,272.95,268.15,70,20660,0,nan,nan,nan,0,nan,nan,nan,nan,100030,nan,nan,-150.0,272.45,nan,280.35,nan,272.05,nan,nan,5.1,5.3,-10.0,0,0.0,nan,nan,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7299,2022-03-01 06:00:00,103020,-30.0,5,320,1.6,268.15,267.05,92,20000,0,0,nan,0,0,nan,30,20,10,99520,nan,nan,-200.0,267.95,nan,278.45,nan,269.15,nan,nan,2.4,2.6,-10.0,4,0.0,0.0,-60.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7335,2022-03-01 06:00:00,102620,-50.0,8,170,1.2,278.75,274.85,76,33950,0,nan,nan,100,8,2250,nan,nan,nan,101130,nan,nan,-60.0,275.25,nan,285.85,nan,276.25,nan,nan,1.9,2.8,-10.0,0,0.0,nan,nan,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,8,nan,2400,nan,nan,nan,nan,nan,nan,nan,nan,nan
7434,2022-03-01 06:00:00,102720,-30.0,8,50,1.1,275.85,270.35,67,35320,0,nan,nan,nan,4,5280,nan,nan,nan,97750,nan,nan,-40.0,275.85,nan,284.15,nan,276.95,nan,nan,1.5,3.2,-10.0,nan,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,4,nan,5280,nan,nan,nan,nan,nan,nan,nan,nan,nan
7460,2022-03-01 06:00:00,102870,0,0,110,0.9,272.95,269.45,77,20090,0,nan,nan,90,7,7140,nan,nan,nan,98720,nan,nan,10,269.15,nan,282.15,nan,268.55,nan,nan,2.3,2.7,-10.0,nan,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,7,nan,7140,nan,nan,nan,nan,nan,nan,nan,nan,nan
7471,2022-03-01 06:00:00,nan,40,3,280,1.0,268.75,266.15,82,20000,0,nan,nan,nan,0,nan,nan,nan,nan,92850,92500,863,30,268.45,nan,278.45,nan,270.25,nan,nan,5.2,5.2,-10.0,nan,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7481,2022-03-01 06:00:00,102830,70,3,0,0.0,273.55,271.35,85,20000,2,0,0,0,0,nan,30,20,10,99810,nan,nan,-90.0,273.55,nan,282.55,nan,nan,nan,nan,1.3,1.7,-10.0,0,0.0,0.0,-60.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
